MainID,n_obs,start,end,span,n_missing_years,n_zero,onset_year,censor_year,n_origins,n_pos,n_neg,first_origin,last_origin,event_in_eligible_window,TaxonName,TaxonomicClass,BiotopeType,Country,Continent,SamplingProtocol,SamplingUnits,SamplingEffort,SpatialDensity,Reliability,DatasetLength,SamplingFrequency,restricted,Notes,DataSourceID,LocationID,TaxonID,LongDD,LatDD
1741,16,1972,1987,16,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,16.0,1.0,False,Anon. 1988. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1988/Assess: 18. ,301,10141,52,21.0,58.0
1742,17,1974,1990,17,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,17.0,1.0,False,Anon. 1991. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1991/Assess: 18.,301,10142,52,20.0,62.0
1743,24,1967,1990,24,0,0,1976.0,1976.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,24.0,1.0,False,Anon. 1991. Stock Assessment Review Committee Consensus Summary of Assessments. Thirteenth Northeast Regional Stock Assessment Workshop. Dec. 1991.,301,10143,52,-60.5,44.166666666666664
1744,15,1973,1987,15,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,15.0,1.0,False,"McQuinn, I. H. 1988. An assessment of the west coast of Newfoundland (NAFO division 4R) herring resource in 1987. CAFSAC Res. Doc. 88/52: 40 p.",301,10144,52,-59.0,49.416666666666664
1745,15,1973,1987,15,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,15.0,1.0,False,"McQuinn, I. H. 1988. An assessment of the west coast of Newfoundland (NAFO division 4R) herring resource in 1987. CAFSAC Res. Doc. 88/52: 40 p.",301,10144,52,-59.0,49.416666666666664
1746,13,1978,1990,13,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,13.0,1.0,False,"Cleary, L. 1983. An assessment of the southern Gulf of St. Lawrence herring stock complex. CAFSAC Res Doc 83/69: 40 p.; Chadwick E. M. P., and D. K. Cairns. 1988. Assessment of Atlantic herring in NAFO division 4T, 1987. CAFSAC Res. Doc. 88/38: 54 p.; Randall, R. G., D. M. Moore, and P. R. Pickard. 1990. Status of Atlantic herring in NAFO Div. 4T. CAFSAC Res Doc 90/4.; Claytor, R. R., G. Nielsen, H. M. C. Dupuis, and D. K. Cairns. 1991. Assessment of Atlantic herring in NAFO division 4T, 1990. CAFSAC Res. Doc. 91/66: 74 p.",301,10465,52,-63.0,47.0
1748,14,1973,1986,14,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,14.0,1.0,False,"Stephensen, R. L., M. J. Power, and T. D. Iles. 1975. Assessment of the 1986 4WX herring fishery. CAFSAC 87/75: 39 p.; update by Stephensen.; Anon. 1990. Advice on the management of herring stocks on the Atlantic coast of Canada for 1991. CAFSAC Adv. doc. 90/4: 27 p.",301,10148,52,-63.333333333333336,42.0
1750,14,1974,1987,14,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,14.0,1.0,False,Anon. 1988. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1988/Assess: 18.; Anon. 1990. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1990/Assess: 18.,301,10150,52,20.0,61.0
1751,16,1974,1989,16,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,16.0,1.0,False,Anon. 1988. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1988/Assess: 18.; Anon. 1990. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1990/Assess: 18.,301,10151,52,23.0,65.0
1752,41,1951,1991,41,0,0,,,7,0,7,1980.0,1986.0,False,Clupea harengus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,1.0,41.0,1.0,False,"AGEMAT, NATMORT and KGPRECF0: Haist, V., and J. F. Schweigert. 1991. Stock assessment for British Columbia herring in 1991 and forecasts of the potential catch in 1992. PSARC Working Paper H91-1: 70 p.; Stocker, M. and D.J. Noakes. Evaluating Forecasting Procedures for Predicting Pacific Herring ( Clupea harengus pallasi) Recruitment in B.C.",301,10152,52,-128.5,52.5
1755,67,1923,1989,67,0,0,1958.0,1958.0,6,5,1,1952.0,1957.0,True,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Europe,Harvest,Tonnes,Harvest,None,1.0,67.0,1.0,False,"Cushing, D.H. 1992. A short history of the Downs stock of herring. ICES J. mar. Sci. 49: 437-443 p.",301,10155,52,2.5,52.0
1756,30,1959,1988,30,0,0,1970.0,1970.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,30.0,1.0,False,"Pers. Comm. with Westerheim.; Wespestad, V. G. 1982. Cohort analysis of catch data on Pacific Herring in the Easter Bering Sea, 1959-1981. NOAA 1982.",301,10156,52,-162.5,58.5
1759,16,1961,1976,16,0,0,1975.0,1975.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,1.0,16.0,1.0,False,"Anthony, V. C., and G. T. Waring. 1980. Estimates of herring spawning stock biomass and egg production for the Georges Bank-Gulf of Maine region. NAFO SCR Doc. 80/IX/135(Corrigendum): 1 p.",301,10158,52,-67.5,41.5
1760,20,1970,1989,20,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Finland,Europe,Harvest,Tonnes,Harvest,None,1.0,20.0,1.0,False,Anon. 1988. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1988/Assess: 18.; Anon. 1990. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1990/Assess: 18.,301,10160,52,25.0,59.75
1762,23,1967,1989,23,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,USA,North America,Harvest,Tonnes,Harvest,None,1.0,23.0,1.0,False,"Pers. Comm. with M. Fogarty.; Anon. 1990. Report of the Eleventh NEFC Stock Assessment Workshop Fall1990. NEFC Ref. Doc 90-09.,Anon. 1989. Report of the Fall 1989 NEFC Stock Assessment Workshop (Ninth SAW). NEFC Ref. Doc. 89-09.",301,10162,52,-69.0,43.0
1763,21,1970,1990,21,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,-1.0,21.0,1.0,False,Anon. 1988. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1988/Assess: 18.; Anon. 1990. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1990/Assess: 18.; Anon. 1991. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1991/Assess: 18.,301,10163,52,23.583333333333332,57.5
1765,24,1947,1970,24,0,0,1964.0,1964.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Iceland,Europe,Harvest,Tonnes,Harvest,None,1.0,24.0,1.0,False,Jakobssen. ICES Rapports et Troces-Vervaux des Reunious 177: 23-42 p.. Spring spawners.,301,10057,52,-18.0,65.0
1766,47,1947,1993,47,0,0,1968.0,1968.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Iceland,Europe,Harvest,Tonnes,Harvest,None,-1.0,47.0,1.0,False,"Report of the Atlanto-Scandian Herring and Capelin Working Group. ICES Doc. C.M. 1995/Assess: 9.  Anon. 1986. Report of the herring assessment working group for the area south of 62 degrees N. ICES Doc. C.M. 1986/Assess: 19.; Anon. 1991. Report of the Atlanto-Scandian Herring and Capelin Working Group. ICES Doc. C.M. 1991/Assess: 17.; State of marine stocks and environmental conditions in Icelandic waters 1989 Fishing prospects 1990, August 1990. Hafrannsoknastofnun Fjolrit NR. 19.; Marine Research Institute, Iceland. Mon Jun 20/1988.",301,10057,52,-18.0,65.0
1767,19,1972,1990,19,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Europe,Harvest,Tonnes,Harvest,None,-1.0,19.0,1.0,False,Anon. 1988. Report of the Herring Assessment Working Group for the Area South of 62N. ICES Doc. C.M. 1988/17.; Anon. 1991. Report of the Herring Assessment Working Group for the Area South of 62N. ICES Doc. C.M. 1990/Assess: 14.; Anon. 1991. Report of the Herring Assessment Working Group for the Area South of 62N. ICES C.M. 1991/Assess: 5.; Anon. 1992. Report of the Herring Assessment Working Group for the Area South of 62N. ICES C.M. 1992/Assess: 11.,301,10167,52,-4.483333333333333,54.083333333333336
1768,44,1950,1993,44,0,0,1967.0,1967.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Norway,Europe,Harvest,Tonnes,Harvest,None,-1.0,44.0,1.0,False,"Report of the Atlanto-Scandian Herring and Capelin Working Group. ICES Doc. C.M. 1995/Assess: 9. Dragesund, O., and O. Ulltung. 1975. Stock Size Fluctuations and Rate of Exploitation of the Norwegian Spring Spawning Herring 1950-1975. ICES Doc. C.M. 1975/H: 47.; Anon. 1990. Report of the Atlanto-Scandian Herring and Capelin Working Group. ICES Doc. C.M. 1990/Assess: 5.; Anon. 1988. Report of the Atlanto-Scandian Herring and Capelin Working Group. ICES Doc. C.M. 1988/Assess: 10.; Anon. 1991. Report of the Atlanto-Scandian Herring and Capelin Working Group. ICES Doc. C.M. 1991/Assess: 17.",301,10168,52,8.0,65.0
1769,43,1947,1989,43,0,0,1968.0,1968.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Europe,Harvest,Tonnes,Harvest,None,-1.0,43.0,1.0,False,"Burd, A. C. Long term Changes in the North Sea Herring Stocks. ICES Symposium on the Changes in North Sea Fish Stocks and their causes. No.16.; Anon. 1988. Report of the Herring Assessment Working Group for the Area south of 62N. ICES Doc. C.M. 1988.; Anon. 1990. ICES Doc. C.M. 1990/Assess: 14.; Anon. 1991. ICES Doc. C.M. 1991/Assess: 5.",301,10100,52,4.0,55.0
1770,41,1951,1991,41,0,0,,,7,0,7,1980.0,1986.0,False,Clupea harengus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,-1.0,41.0,1.0,False,"AGEMAT, NATMORT and KGPRECF0: Haist, V., and J. F. Schweigert. 1991. Stock assessment for British Columbia herring in 1991 and forcasts of the potential catch in 1992. PSARC Working Paper H91-1: 70 p.; Haist, V. Can. Man. Rep. Fish. Aquat. Sci. 2119.; Pers. Comm. with V. Haist.",301,10170,52,-124.0,49.5
1771,41,1951,1991,41,0,0,1960.0,1960.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,-1.0,41.0,1.0,False,"AGEMAT, NATMORT and KGPRECF0: Haist, V., and J. F. Schweigert. 1991. Stock assessment for British Columbia herring in 1991 and forcasts of the potential catch in 1992. PSARC Working Paper H91-1: 70 p.; Haist, V. Can. Man. Rep. Fish. Aquat. Sci. 2119.; Pers. Comm. with V. Haist.",301,10171,52,-126.75,49.5
1772,41,1951,1991,41,0,0,,,7,0,7,1980.0,1986.0,False,Clupea harengus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,1.0,41.0,1.0,False,"AGEMAT, NATMORT and KGPRECF0: Haist, V., and J. F. Schweigert. 1991. Stock assessment for British Columbia herring in 1991 and forcasts of the potential catch in 1992. PSARC Working Paper H91-1: 70 p.; Haist, V. Can. Man. Rep. Fish. Aquat. Sci. 2119.; Pers. Comm. with V. Haist.",301,10172,52,-130.25,54.5
1773,41,1951,1991,41,0,0,,,7,0,7,1980.0,1986.0,False,Clupea harengus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,-1.0,41.0,1.0,False,"AGEMAT, NATMORT and KGPRECF0: Haist, V., and J. F. Schweigert. 1991. Stock assessment for British Columbia herring in 1991 and forcasts of the potential catch in 1992. PSARC Working Paper H91-1: 70 p.; Haist, V. Can. Man. Rep. Fish. Aquat. Sci. 2119.; Pers. Comm. with V. Haist.",301,10070,52,-132.5,52.5
1775,11,1977,1987,11,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,-1.0,11.0,1.0,False,Anon. 1988. Report of the Working Group on Assessment of Pelagic Stocks in the Baltic. ICES Doc. C.M. 1988/Assess: 18.,301,10175,52,15.0,54.5
1776,35,1929,1966,38,3,0,,1966.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,USA,North America,Harvest,Tonnes,Harvest,None,1.0,38.0,1.0,False,Pers. Comm. with Westerheim. ,301,10176,52,-136.0,56.0
1779,41,1951,1991,41,0,0,1966.0,1966.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,1.0,41.0,1.0,False,"AGEMAT, NATMORT and KGPRECF0: Haist, V., and J. F. Schweigert. 1991. Stock assessment for British Columbia herring in 1991 and forcasts of the potential catch in 1992. PSARC Working Paper H91-1: 70 p.; Haist, V. Can. Man. Rep. Fish. Aquat. Sci. 2119.; Pers. Comm. with V. Haist.",301,10179,52,-122.83333333333333,48.5
1780,41,1951,1991,41,0,0,,,7,0,7,1980.0,1986.0,False,Clupea harengus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,1.0,41.0,1.0,False,"AGEMAT, NATMORT and KGPRECF0: Haist, V., and J. F. Schweigert. 1991. Stock assessment for British Columbia herring in 1991 and forcasts of the potential catch in 1992. PSARC Working Paper H91-1: 70 p.; Haist, V. Can. Man. Rep. Fish. Aquat. Sci. 2119.; Pers. Comm. with V. Haist.",301,10180,52,-126.0,49.0
1781,21,1970,1990,21,0,0,1977.0,1977.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,21.0,1.0,False,Anon. 1988. Report of the Herring Assessment Working Group for the Area South of 62N. ICES Doc. C.M. 1988/Assess: 17.; Anon. 1990. Report of the Herring Assessment Working Group for the Area South of 62N. ICES Doc. C.M. 1990/Assess: 14.; Anon. 1991. Report of the Herring Assessment Working Group for the Area South of 62N. ICES Doc. C.M. 1991/Assess: 15.,301,10181,52,-8.0,57.0
1782,21,1970,1990,21,0,0,,,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,21.0,1.0,False,Anon. 1988. Report of the Herring Assessment Working Group for the Area South of 62N. ICES Doc. C.M. 1988/Assess: 17.; Anon. 1990. Report of the Herring Assessment Working Group for the Area South of 62N. ICES Doc. C.M. 1990/Assess: 14.; Anon. 1991. Report of the Herring Assessment Working Group for the Area South of 62N. ICES Doc. C.M. 1991/Assess: 15.,301,10182,52,-12.0,54.5
1783,17,1968,1984,17,0,0,1979.0,1979.0,0,0,0,,,False,Clupea harengus,Osteichthyes,Marine,China,Asia,Count,All Individuals,Sample,None,1.0,17.0,1.0,False,"Qisheng, T. 1987. Acta Oceanologica Sininca 6(1).",301,10183,52,124.0,35.0
1791,10,1955,1964,10,0,0,,,0,0,0,,,False,Saurida tumbil,Osteichthyes,Marine,Multiple or International jurisdiction,Asia,Unknown,Unknown,Unknown,Unknown,3.0,10.0,1.0,False,"Hilborn, and Walters. Quantitative Fisheries Stock Assessment:  Choice, Dynamics & Uncertainty, 1992 from Saishu and Ikemoto (1970), Reproductive curve of lizard-fish,   Saurida tumbil, of the east China sea group Bull. Seikai Regional Fisheries Res. Laboratory 38:41-60.",301,10032,10191,123.0,29.0
1792,28,1950,1977,28,0,0,1955.0,1955.0,0,0,0,,,False,Coregonus clupeaformis,Osteichthyes,Marine,Multiple or International jurisdiction,North America,Count,Eggs,Sample,None,2.0,28.0,1.0,False,"Henderson, B. A., J. J. Collins, and J. A. Reckahn. 1983. Dynamics of an exploited population of lake whitefish ( Coregonus clupeaformis) in Lake Huron. Can. J. Fish. Aquat. Sci. 40: 1556-1567.",301,10192,10192,-82.0,45.0
1795,29,1962,1990,29,0,0,,,0,0,0,,,False,Scomber scombrus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,29.0,1.0,False,Anon. 1991. Report of teh Twelfth Northeast Regional Stock Assessment Workshop (12th SAW). Northeast Fisheries Science Center Ref. Doc. 91-03.,301,10195,10195,-59.0,48.0
1796,9,1982,1990,9,0,0,,,0,0,0,,,False,Trachurus trachurus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,9.0,1.0,False,"Anon. 1989. Working Group on the Assessment of the Stocks of Sardine, Horse Mackerel and Anchovy. ICES Doc. C.M. 1989/Assess: 19.; Anon. 1991.  ICES Doc. C.M. 1991/Assess: 22.",301,10196,10196,-7.0,49.0
1799,8,1985,1992,8,0,0,,,0,0,0,,,False,Trachurus trachurus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,8.0,1.0,False,"Anon. 1993. Report of the Working Group on the Assessment of Mackerel, Horse Mackerel, Sardine, and Anchovy. ICES Doc. C.M. 1993/Assess: 19.",301,10138,10196,-10.0,43.0
1800,19,1972,1990,19,0,0,,,0,0,0,,,False,Scomber scombrus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,19.0,1.0,False,Anon. 1975. Report of the Mackerel Working Group. ICES Doc. C.M. 1975/H: 3.; Anon. 1990. Report of the Mackerel Working Group. ICES Doc. C.M. 1990/Assess: 19.; Anon. 1991. Mackerel Working Group. ICES Doc. C.M. 1991/Assess: 19.,301,10196,10195,-7.0,49.0
1801,8,1984,1991,8,0,0,,,0,0,0,,,False,Lepidorhombus whiffiagonis,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,8.0,1.0,False,Anon. 1993. Report of the Working Group on the Assessment of Southern Shelf Demersal Stocks. ICES Doc. C.M. 1993/Assess: 3.,301,10201,10201,-10.0,49.0
1802,6,1986,1991,6,0,0,,,0,0,0,,,False,Lepidorhombus whiffiagonis,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,6.0,1.0,False,Anon. 1993. Report of the Working Group on the Assessment of Southern Shelf Demersal Stocks. ICES Doc. C.M. 1993/Assess: 3.,301,10138,10201,-10.0,43.0
1803,36,1955,1990,36,0,0,1964.0,1964.0,0,0,0,,,False,Brevoortia tyrannus,Osteichthyes,Marine,USA,North America,Harvest,Tonnes (females),Harvest,None,1.0,36.0,1.0,False,"Vaughan, D. S. et al. NOAA Technical Report NMFS-SPEC 178.; Pers. Comm. with Vaughan, D. S.",301,10203,10203,-75.0,35.0
1805,6,1986,1991,6,0,0,,,0,0,0,,,False,Lophius piscatorius,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,6.0,1.0,False,Anon. 1993. Report of the Working Group on the Assessment of Southern Shelf Demersal Stocks. ICES Doc. C.M.1993/Assess: 3.,301,10205,10205,-10.0,49.0
1806,13,1978,1990,13,0,0,,,0,0,0,,,False,Trisopterus esmarkii,Osteichthyes,Marine,Multiple or International jurisdiction,Europe,Harvest,Tonnes,Harvest,None,1.0,13.0,1.0,False,Anon. 1990. Report of Industrial Fisheries Working Group. ICES Doc. C.M. 1990/Assess: 13.; Anon. 1991. Report of Industrial Fisheries Working Group. ICES Doc. C.M. 1991/Assess: 14.,301,10100,117,4.0,55.0
1807,11,1980,1990,11,0,0,,,0,0,0,,,False,Pseudopentaceros wheeleri,Osteichthyes,Marine,USA,North America,Harvest,Tonnes,Harvest,None,1.0,11.0,1.0,False,"D.A. Somerton, & B.S. Kikkawa. 1992. Population dynamics of pelagic armourhead Pseudopentaceros wheeleri on Southeast Hancock Seamount. Fishery Bulletin. 90:756-769.",301,10207,10207,179.05,29.8
1809,29,1953,1981,29,0,0,1977.0,1977.0,0,0,0,,,False,Engraulis ringens,Osteichthyes,Marine,Peru,South America,Harvest,Tonnes,Harvest,None,1.0,29.0,1.0,False,"Pauly, D., and I. Tsukayama. 1980. On the Seasonal Growth, Monthly Recruitment and Monthly Biomass of Peruvian Anchoveta ( Engraulis ringens) From 1961 to 1979. FAO Fisheries Report 291(30):988-1004.; Tsukayama, I., and M. L. D. Palomares. 1987.; Pauly, D., and M. Soriano. 1987.; Pauly, D., and I. Tsukayama. On the Seasonal Growth, Monthly Recruitment and Monthly Biomass of Peruvian Anchoveta from 1961 to 1979. FAO Fisheries Report NO 291. Vol. 3.",301,10209,10208,-79.0,-9.0
1810,13,1979,1991,13,0,0,,,0,0,0,,,False,Gadus macrocephalus,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,13.0,1.0,False,"Thompson, G. G., and R. G. Bakkala. The Plan Team for the Groundfish Fisheries of the Bering Sea and Aleutian Islands, Stock Assessment And Fishery Evaluation Report For the Groundfish Resources of the Bering Sea/Aleutian Islands Region as Projected for 1992, November 1991.",301,10156,10210,-162.5,58.5
1811,14,1972,1985,14,0,0,,,0,0,0,,,False,Gadus macrocephalus,Osteichthyes,Marine,Canada,North America,Harvest,Tonnes,Harvest,None,1.0,14.0,1.0,False,"Foucher, R. D., and A. V. Tyler. 1990.  In Canadian Technical Report of Fisheries and Aquatic Sciences. No. 1732.; Foucher, R. D., and A. V. Tyler. 1991.  In Canadian Technical Report of Fisheries and Aquatic Sciences. No. 1778.",301,10111,10210,-131.0,53.0
1817,35,1960,1994,35,0,0,,,1,0,1,1989.0,1989.0,False,Merluccius merluccius,Osteichthyes,Marine,Multiple or International jurisdiction,North America,Harvest,Tonnes,Harvest,None,1.0,35.0,1.0,False,"Dorn, M.W. et al. 1990.  In Status of the Pacific Coast Groundfish Fishery  Through 1990 and Recommended Acceptable Biological Catches for 1991. Updated info from Martin Dorn,NMFS, Seattle, Washington.",301,10217,109,-119.0,29.5
1818,47,1935,1981,47,0,0,,,13,0,13,1964.0,1976.0,False,Hippoglossus stenolepis,Osteichthyes,Marine,Multiple or International jurisdiction,Not applicable,Harvest,Tonnes,Harvest,None,1.0,47.0,1.0,False,"Anon. 1989. International Pacific Halibut Commission. Annual Report 1989.; Myhre, Gordon, Peltonen, Stpierre, Skud, and Walden. International Pacific halibut Commission. Technical Report No. 14.; Pers. Comm. with Pat Sullivan.",301,10218,10218,-135.0,50.0
1822,38,1944,1981,38,0,0,,,4,0,4,1973.0,1976.0,False,Esox lucius,Osteichthyes,Limnetic,UK - England,Europe,Harvest,Kg (females),Harvest,None,2.0,38.0,1.0,False,"Kipling, C. 1983. Changes in the Population of Pike ( Esox Lucius) in Windermere from 1944 to 1981. Journal of Animal Ecology 52: 989-999 p.",301,10222,10219,-3.0,54.3
1823,38,1944,1981,38,0,0,,,4,0,4,1973.0,1976.0,False,Esox lucius,Osteichthyes,Limnetic,UK - England,Europe,Harvest,Kg (females),Harvest,None,2.0,38.0,1.0,False,"Kipling, C. 1983.  Changes in the Population of Pike ( Esox Lucius) in Windermere from 1944 to 1981. Journal of Animal Ecology 52: 989-999 p.",301,416,10219,-2.9166666666666665,54.333333333333336
1825,33,1934,1966,33,0,2,1944.0,1944.0,0,0,0,,,False,Oncorhynchus gorbuscha,Osteichthyes,Marine,USA,North America,Harvest,Kg (females),Harvest,None,3.0,33.0,1.0,False,"Skud, B. E. Fish Stocks and Recruitment. Rapports et Proces-Verbaux des Reunions (ICES) 164: 108 p.",301,10225,10225,-134.65,56.38333333333333
1826,27,1945,1971,27,0,0,,,0,0,0,,,False,Oncorhynchus gorbuscha,Osteichthyes,Marine,USA,North America,Count,Individuals (millions),Sample,None,2.0,27.0,1.0,False,International North Pacific Fisheries Commission. 1974. Information on recent changes in the salmon fisheries of Alaska and the condition of the stocks. INPFC Bull. 29: 37 p.,301,10226,10225,-147.0,60.75
1827,14,1977,1990,14,0,0,,,0,0,0,,,False,Oncorhynchus gorbuscha,Osteichthyes,Marine,USA,North America,Count,Fry,Sample,None,2.0,14.0,1.0,False,"Jaenicke, H.W., M.J. Jaenicke and G.T. Oliver. 1994. Predicting Northern Southeast Alaska Pink Salmon Returns by Early Marine Scale Growth. In: Proceedings of the 16th Northeast Pacific Pink and Chum Salmon Workshop. Alaska Sea Grant College Program Report No. 94-02:97-109 p. Table 1",301,10227,10225,-134.63333333333333,58.36666666666667
1828,16,1979,1994,16,0,0,,,0,0,0,,,False,Oncorhynchus gorbuscha,Osteichthyes,Marine,USA,North America,Count,All Individuals,Sample,None,3.0,16.0,1.0,False,"Taylor SG and J Lum Carney 1996. Annual Report Auke Creek Weir 1995, Operations and Fish Counts. Unpubl. Rept., 20p. NMFS, Auke Bay Laboratory, 11305 Glacier Highway, Juneau, AK 99801-8626. ",301,10227,10225,-134.63333333333333,58.36666666666667
1829,26,1960,1985,26,0,0,,,0,0,0,,,False,Oncorhynchus gorbuscha,Osteichthyes,Marine,Russian Federation,Asia,Count,All Individuals,Sample,None,2.0,26.0,1.0,False,"Gritsenko, O.F., A.F. Grishin, A.V. Zakharov, and G.N. Shelepakha 1989. Reproduction of Pink Salmon, Oncorhynchus gorbuscha, on Sakhalin Island. J. Ichthyology 29:96-105, Table 3",301,10229,10225,143.01666666666668,47.21666666666667
1830,24,1960,1983,24,0,0,,,0,0,0,,,False,Oncorhynchus gorbuscha,Osteichthyes,Marine,Russian Federation,Asia,Count,Fry,Sample,None,2.0,24.0,1.0,False,"Gritsenko, O.F., A.F. Grishin, A.V. Zakharov, and G.N. Shelepakha 1989. Reproduction of Pink Salmon, Oncorhynchus gorbuscha, on Sakhalin Island. J. Ichthyology 29:96-105, Table 3",301,10229,10225,143.01666666666668,47.21666666666667
1831,24,1960,1983,24,0,0,,,0,0,0,,,False,Oncorhynchus gorbuscha,Osteichthyes,Marine,Russian Federation,Asia,Count,All Individuals,Sample,None,2.0,24.0,1.0,False,"Gritsenko, O.F., A.F. Grishin, A.V. Zakharov, and G.N. Shelepakha 1989. Reproduction of Pink Salmon, Oncorhynchus gorbuscha, on Sakhalin Island. J. Ichthyology 29:96-105, Table 3",301,10229,10225,143.01666666666668,47.21666666666667
1832,13,1970,1982,13,0,0,,,0,0,0,,,False,Oncorhynchus gorbuscha,Osteichthyes,Marine,Canada,North America,Count,All Individuals,Sample,None,2.0,13.0,1.0,False,"Henderson, M.A. and A.T. Charles. 1984. Reconstruction of British Columbia pink salmon stocks ( Oncorhynchus gorbuscha): 1970-1982. Part I: Queen Charlotte Islands, North Coast and Central Coast. Can. MS Rep. Fish. Aquat. Sci. 1785",301,10232,10225,-132.2,53.65
